date,store_id,product_id,category,region,inventory_level,units_sold,price,discount,weather_condition,holiday_promotion,competitor_pricing,seasonality
2022-11-07,3,8,0,2,355,276,56.24,5,0,0,60.88,0
2022-11-07,2,8,0,0,474,228,13.58,0,1,0,17.0,3
2022-11-07,1,8,0,0,177,121,22.06,10,0,1,21.82,0
2022-11-07,0,8,3,0,125,2,13.93,10,0,1,9.75,1
2022-11-07,4,8,4,2,110,61,44.97,5,2,0,45.22,0
2022-11-07,3,8,0,2,433,39,64.56,0,1,1,69.41,3
2022-11-07,2,8,2,3,290,170,37.51,0,2,0,36.38,2
2022-11-07,1,8,0,3,396,327,14.23,15,3,1,14.61,0
2022-11-07,0,8,3,2,243,180,83.68,5,1,0,84.62,2
2022-11-07,1,8,3,0,500,327,73.72,5,3,1,78.14,1
2022-11-07,4,8,3,1,141,26,74.2,0,1,0,76.08,3
2022-11-07,2,8,0,3,316,48,66.93,5,0,0,71.58,2
2022-11-07,1,8,2,2,50,28,80.14,15,3,0,82.73,2
2022-11-07,0,8,4,1,164,157,65.24,20,1,0,63.14,2
2022-11-07,4,8,0,3,227,187,70.7,20,2,1,72.81,0
2022-11-07,3,8,3,2,491,351,67.46,5,2,0,72.22,3
2022-11-07,2,8,4,0,271,207,17.46,10,2,0,18.13,0
2022-11-07,1,8,3,0,238,169,18.95,15,1,0,21.27,2
2022-11-07,0,8,3,1,364,152,83.09,15,1,1,79.57,1
2022-11-07,4,8,2,3,364,26,97.7,5,2,0,94.61,1
2022-11-07,3,8,0,2,257,13,64.53,10,3,1,63.26,1
2022-11-07,3,8,0,3,117,24,10.66,15,1,1,15.35,2
2022-11-07,0,8,0,3,402,100,86.42,5,2,0,88.95,3
2022-11-07,0,8,4,0,108,20,46.11,20,2,0,50.26,2
2022-11-07,3,8,3,2,84,77,40.71,15,1,0,36.69,3
2022-11-07,1,8,1,2,193,87,76.1,0,3,0,80.92,1
2022-11-07,0,8,3,1,476,461,67.72,0,1,0,66.38,2
2022-11-07,4,8,2,3,224,31,57.13,15,2,1,59.08,2
2022-11-07,3,8,1,3,346,28,70.06,10,1,1,67.53,0
2022-11-07,2,8,4,1,183,51,26.43,10,0,0,25.06,3
2022-11-07,1,8,2,3,405,90,53.55,10,2,0,53.44,1
2022-11-07,0,8,3,3,239,40,46.39,5,1,0,43.35,2
2022-11-07,4,8,2,0,94,59,10.96,15,2,1,6.16,0
2022-11-07,3,8,3,2,51,12,23.88,20,3,1,27.11,1
2022-11-07,1,8,3,2,256,113,22.84,20,0,0,27.03,3
2022-11-07,0,8,2,0,386,308,91.75,0,3,0,90.68,0
2022-11-07,4,8,4,2,279,120,30.6,0,0,0,31.62,3
2022-11-07,3,8,0,2,412,149,31.82,0,0,0,30.47,0
2022-11-07,2,8,0,1,325,125,63.95,0,3,1,63.57,3
2022-11-07,1,8,0,3,265,57,53.02,20,3,0,56.91,1
2022-11-07,0,8,0,2,68,15,52.18,15,3,0,51.96,0
2022-11-07,4,8,1,1,62,33,32.17,5,1,1,29.9,1
2022-11-07,3,8,3,2,297,68,81.9,20,0,1,77.04,1
2022-11-07,2,8,0,0,132,34,66.71,15,3,0,63.54,0
2022-11-07,1,8,0,3,319,293,31.16,20,3,0,35.19,1
2022-11-07,4,8,3,0,261,180,17.3,5,1,1,20.14,1
2022-11-07,2,8,1,2,403,376,41.1,5,1,1,42.59,1
2022-11-07,3,8,2,0,262,256,21.84,15,2,1,23.77,3
2022-11-07,2,8,4,2,395,306,39.86,20,1,1,36.94,2
2022-11-07,0,8,2,1,109,29,92.08,5,2,0,95.77,3
2022-11-07,2,8,1,0,423,177,32.67,15,0,0,29.52,2
2022-11-07,4,8,2,3,364,137,45.99,15,1,0,50.18,0
2022-11-07,1,8,4,1,496,460,23.09,5,3,0,21.51,0
2022-11-07,0,8,2,0,149,114,89.28,15,1,0,90.2,3
2022-11-07,4,8,2,2,274,69,32.52,10,1,1,27.66,1
2022-11-07,3,8,1,3,235,1,45.65,10,3,0,45.95,3
2022-11-07,2,8,2,0,86,3,51.39,10,0,1,49.75,0
2022-11-07,0,8,1,3,435,408,13.18,15,1,1,12.19,0
2022-11-07,4,8,4,1,98,37,73.5,20,3,0,71.68,2
2022-11-07,3,8,0,3,432,179,11.97,5,1,0,12.31,2
2022-11-07,2,8,0,3,80,16,24.51,0,1,0,27.78,0
2022-11-07,1,8,0,0,107,104,42.64,20,1,0,39.26,2
2022-11-07,2,8,4,0,196,72,85.09,20,0,0,81.46,1
2022-11-07,0,8,4,3,397,95,53.76,15,2,0,54.15,1
2022-11-07,4,8,4,3,487,330,84.47,20,3,1,83.15,0
2022-11-07,3,8,3,2,329,97,63.3,10,0,0,64.19,0
2022-11-07,2,8,2,0,116,38,46.61,15,1,1,41.89,2
2022-11-07,1,8,2,1,461,40,93.96,15,3,0,98.84,1
2022-11-07,0,8,0,1,265,127,21.16,5,3,1,25.89,1
2022-11-07,4,8,4,0,308,228,41.53,20,0,0,45.53,1
2022-11-07,3,8,1,2,290,36,67.36,10,3,0,65.49,3
2022-11-07,1,8,4,1,70,16,19.51,15,3,0,18.36,2
2022-11-07,1,8,0,0,394,143,11.09,0,2,0,11.93,1
2022-11-08,0,8,4,0,402,21,94.88,10,2,0,99.0,1
2022-11-08,1,8,0,0,273,109,36.91,20,3,0,34.59,0
2022-11-08,2,8,1,0,339,99,56.2,15,2,0,56.83,0
2022-11-08,3,8,3,0,110,87,98.24,10,1,1,101.15,2
2022-11-08,3,8,0,0,418,348,49.57,20,1,1,52.37,1
2022-11-08,0,8,2,0,493,113,71.69,5,2,1,69.25,0
2022-11-08,1,8,3,0,343,292,70.88,0,0,1,66.29,1
2022-11-08,2,8,3,0,121,51,92.21,15,2,0,93.91,0
2022-11-08,4,8,4,0,231,60,24.07,15,3,0,25.13,0
2022-11-08,4,8,1,2,367,22,83.11,10,0,1,82.54,3
2022-11-08,3,8,0,0,246,65,52.49,5,1,1,52.64,1
2022-11-08,2,8,3,0,480,13,95.22,10,2,0,91.67,2
2022-11-08,1,8,2,1,398,6,39.85,0,2,0,36.85,1
2022-11-08,0,8,0,2,226,224,44.48,20,2,1,42.4,1
2022-11-08,4,8,0,1,138,35,86.22,0,3,1,83.22,2
2022-11-08,3,8,2,2,457,357,17.68,15,0,1,14.16,1
2022-11-08,2,8,0,2,227,39,26.46,15,3,0,31.4,0
2022-11-08,1,8,2,3,418,318,87.48,0,0,0,85.28,3
2022-11-08,0,8,3,3,464,151,31.24,20,0,0,33.82,1
2022-11-08,4,8,0,0,362,117,10.15,15,2,1,9.69,0
2022-11-08,3,8,0,1,50,46,98.63,20,1,0,99.65,1
2022-11-08,4,8,3,1,137,105,37.22,5,2,0,33.61,2
2022-11-08,2,8,2,0,202,186,80.0,20,0,1,80.19,0
2022-11-08,0,8,3,2,398,42,32.26,15,0,0,33.4,0
2022-11-08,4,8,1,2,426,391,76.82,5,3,1,80.56,0
2022-11-08,2,8,0,0,398,166,27.67,10,2,0,26.69,2
2022-11-08,1,8,2,2,288,117,77.17,5,2,0,72.87,3
2022-11-08,3,8,3,2,207,141,84.67,15,3,0,87.65,0
2022-11-08,2,8,4,3,90,3,46.38,20,2,1,42.78,2
2022-11-08,1,8,4,2,275,43,22.39,0,2,1,19.76,0
2022-11-08,0,8,1,0,222,67,23.24,5,0,1,21.41,2
2022-11-08,4,8,3,1,293,252,87.73,0,0,1,88.59,3
2022-11-08,3,8,4,0,302,23,38.86,5,3,1,40.38,0
2022-11-08,2,8,1,0,218,83,87.78,15,2,0,92.71,2
2022-11-08,1,8,1,3,432,323,63.09,0,2,1,64.6,1
2022-11-08,0,8,2,0,394,191,44.92,0,2,1,46.42,1
2022-11-08,1,8,2,2,177,12,83.4,5,1,1,83.98,3
2022-11-08,4,8,0,3,137,15,77.45,15,0,1,80.84,1
2022-11-08,2,8,0,3,460,184,96.74,5,2,0,98.33,0
2022-11-08,1,8,2,1,307,102,99.13,20,1,1,95.37,2
2022-11-08,0,8,3,1,294,259,65.37,5,3,1,64.28,0
2022-11-08,4,8,1,2,379,197,87.47,5,2,1,91.36,1
2022-11-08,3,8,0,3,111,50,56.86,10,1,0,52.64,2
2022-11-08,2,8,1,1,483,456,92.91,10,0,1,92.98,3
2022-11-08,1,8,0,2,389,350,45.41,10,3,1,49.72,3
2022-11-08,0,8,0,2,346,236,67.46,10,3,0,63.63,0
2022-11-08,4,8,0,1,473,33,70.45,0,3,1,73.33,1
2022-11-08,3,8,3,2,68,13,70.08,15,0,1,66.87,0
2022-11-08,3,8,4,3,271,204,79.53,0,0,0,81.18,0
2022-11-08,0,8,2,0,241,31,38.77,20,1,0,43.11,3
2022-11-08,0,8,1,2,441,204,43.0,15,0,0,38.65,2
2022-11-08,3,8,2,3,313,88,72.07,20,3,0,71.4,1
2022-11-08,1,8,4,3,309,99,59.72,5,0,1,61.82,3
2022-11-08,0,8,0,0,130,85,31.45,20,2,1,29.17,1
2022-11-08,4,8,3,1,158,120,19.2,5,1,1,14.32,1
2022-11-08,3,8,1,1,76,72,40.04,10,1,1,41.24,3
2022-11-08,2,8,2,3,269,233,71.66,15,1,1,70.5,1
2022-11-08,1,8,4,3,51,34,55.6,15,3,1,57.22,2
2022-11-08,0,8,2,1,423,210,98.82,15,1,1,103.24,1
2022-11-08,4,8,2,2,436,340,20.08,10,2,0,16.79,2
2022-11-08,3,8,0,3,481,192,21.39,5,2,1,17.8,0
2022-11-08,2,8,2,2,353,132,21.89,0,0,1,17.56,1
2022-11-08,1,8,4,2,128,112,98.37,5,2,1,95.55,2
2022-11-08,0,8,4,0,165,47,81.39,0,3,1,81.97,3
2022-11-08,4,8,4,0,196,144,30.05,0,0,0,29.59,0
2022-11-08,3,8,1,3,396,155,44.89,5,1,1,48.67,1
2022-11-08,2,8,2,2,489,409,36.71,15,1,0,34.24,0
2022-11-08,1,8,0,1,404,127,89.57,20,2,1,88.99,2
2022-11-08,0,8,4,3,302,33,43.37,15,3,1,43.72,1
2022-11-08,4,8,3,3,399,47,79.36,0,3,1,78.93,3
2022-11-08,3,8,3,3,234,80,71.69,20,0,1,67.29,1
2022-11-08,2,8,0,0,206,31,50.02,15,2,0,47.81,2
2022-11-08,1,8,0,1,258,38,91.24,5,3,1,92.15,2
2022-11-08,2,8,0,2,250,248,31.21,15,3,0,26.52,1
2022-11-08,3,8,3,2,209,60,82.63,0,2,0,82.1,3
2022-11-08,4,8,1,2,317,264,36.75,5,3,0,36.19,3
2022-11-08,0,8,2,0,335,289,39.38,5,1,0,40.61,1
2022-11-08,4,8,1,2,269,102,31.34,20,0,0,31.08,0
2022-11-08,2,8,4,0,499,477,53.35,15,0,1,50.98,1
2022-11-08,1,8,0,0,449,191,70.5,20,0,1,68.66,2
2022-11-08,0,8,2,2,347,1,21.99,15,1,1,25.95,3
2022-11-08,4,8,0,1,450,301,29.71,0,3,0,32.67,2
2022-11-08,3,8,4,1,255,146,19.99,15,3,1,17.89,2
2022-11-08,2,8,3,2,135,79,86.67,20,1,1,85.99,1
2022-11-08,0,8,0,3,384,283,49.64,0,1,0,48.03,2
2022-11-08,4,8,3,3,151,39,86.81,0,1,1,90.63,1
2022-11-08,3,8,4,2,166,116,80.12,0,3,0,80.99,1
2022-11-08,2,8,3,1,72,50,38.01,5,2,1,35.4,1
2022-11-08,1,8,2,3,377,30,90.11,20,0,1,94.62,3
2022-11-08,0,8,0,3,176,28,59.55,20,0,0,61.32,0
2022-11-08,4,8,1,2,134,103,37.74,0,1,1,36.11,1
2022-11-08,3,8,0,3,187,82,70.85,15,3,1,69.41,3
2022-11-08,1,8,2,0,89,78,16.92,5,0,1,19.52,2
2022-11-08,2,8,2,3,479,25,91.42,10,0,0,94.02,0
2022-11-08,1,8,3,2,498,334,69.27,10,1,0,66.96,3
2022-11-08,0,8,2,0,167,163,40.02,0,3,0,36.81,2
2022-11-08,4,8,1,3,357,106,34.2,20,3,1,36.05,3
2022-11-08,3,8,1,2,398,280,25.81,20,0,0,26.81,0
2022-11-08,2,8,3,1,142,75,16.83,5,0,1,18.43,1
2022-11-08,1,8,3,0,65,58,69.75,20,1,1,74.71,3
2022-11-09,0,8,4,2,114,90,10.11,5,0,0,5.29,3
2022-11-09,1,8,0,1,213,85,52.83,20,3,1,51.43,1
2022-11-09,2,8,4,3,142,62,72.83,15,2,1,71.86,2
2022-11-09,2,8,4,1,210,6,25.39,15,2,1,26.09,2
2022-11-09,4,8,0,2,374,214,51.9,10,0,0,56.35,3
2022-11-09,0,8,1,3,265,156,16.2,0,1,0,12.17,2
2022-11-09,1,8,3,2,410,13,23.25,5,3,0,23.01,0
2022-11-09,4,8,0,2,126,22,75.1,10,3,1,72.99,0
2022-11-09,3,8,0,3,290,198,38.34,0,0,0,37.75,1
2022-11-09,3,8,1,0,249,126,42.77,10,3,0,45.41,2
2022-11-09,2,8,4,3,69,67,72.43,0,0,0,71.99,2
2022-11-09,1,8,0,1,314,148,27.48,20,2,0,30.37,3
2022-11-09,0,8,4,2,190,90,31.03,5,0,0,35.12,0
2022-11-09,4,8,1,1,160,141,76.92,0,1,1,77.05,1
2022-11-09,3,8,3,0,184,151,93.03,5,1,1,92.93,2
2022-11-09,2,8,1,3,153,13,97.84,5,0,1,98.66,2
2022-11-09,1,8,2,0,304,39,86.51,10,3,0,90.08,1
2022-11-09,0,8,3,2,154,138,15.96,20,3,1,17.34,2
2022-11-09,4,8,4,1,219,44,50.55,15,3,0,46.4,2
2022-11-09,3,8,4,3,338,80,22.85,15,0,0,19.86,3
2022-11-09,3,8,2,2,400,135,58.51,20,3,1,60.96,2
2022-11-09,2,8,1,3,338,145,39.86,15,3,1,40.46,2
2022-11-09,4,8,1,3,202,188,68.83,5,1,1,73.02,0
2022-11-09,1,8,4,0,377,313,91.85,10,3,1,88.85,2
2022-11-09,1,8,3,1,288,16,89.83,5,2,0,87.94,3
2022-11-09,1,8,3,1,70,44,74.52,20,1,1,73.69,3
2022-11-09,3,8,3,2,181,27,19.06,0,0,1,23.16,2
2022-11-09,2,8,4,3,215,128,77.71,20,0,1,75.46,2
2022-11-09,1,8,4,0,177,167,21.03,5,1,0,23.36,1
2022-11-09,0,8,2,2,347,279,82.0,10,2,0,81.57,2
2022-11-09,4,8,2,0,251,108,53.77,20,0,1,52.45,2
2022-11-09,3,8,0,3,429,265,24.84,15,1,0,20.5,3
2022-11-09,2,8,0,3,485,237,42.42,5,0,1,38.65,2
2022-11-09,1,8,2,2,370,127,63.11,20,2,0,58.64,1
2022-11-09,0,8,1,0,99,92,49.79,10,0,1,53.6,1
2022-11-09,0,8,3,1,162,102,23.69,20,3,1,26.64,2
2022-11-09,4,8,4,1,251,88,42.88,5,2,0,43.46,1
2022-11-09,2,8,1,0,315,31,46.04,10,2,0,48.65,1
2022-11-09,0,8,2,1,247,45,65.54,5,3,0,65.25,3
2022-11-09,4,8,2,3,375,157,69.75,10,1,0,70.65,3
2022-11-09,3,8,1,1,359,272,58.87,0,0,0,57.41,0
2022-11-09,2,8,3,2,350,189,91.56,15,3,1,92.37,3
2022-11-09,1,8,1,1,491,387,31.92,0,2,1,30.06,3
2022-11-09,0,8,4,2,157,134,26.68,20,0,0,24.75,2
2022-11-09,4,8,0,2,195,107,35.85,20,1,1,34.39,3
2022-11-09,3,8,1,2,140,52,17.4,0,2,0,19.25,3
2022-11-09,2,8,3,3,265,71,39.48,0,1,0,38.69,3
2022-11-09,3,8,3,1,182,29,95.31,0,0,1,91.73,0
2022-11-09,4,8,0,1,315,117,94.29,15,1,0,98.73,1
2022-11-09,0,8,0,2,107,32,36.46,5,3,1,39.28,2
2022-11-09,3,8,2,0,72,29,14.08,0,3,1,12.23,3
2022-11-09,1,8,2,2,139,15,13.75,20,2,1,9.85,2
2022-11-09,0,8,3,2,256,154,26.96,15,3,1,31.62,0
2022-11-09,4,8,2,0,220,4,49.77,0,0,1,45.73,3
2022-11-09,3,8,2,3,242,93,20.46,5,2,0,16.2,3
2022-11-09,2,8,1,3,115,2,51.18,10,0,0,55.08,2
2022-11-09,1,8,2,0,175,14,40.63,20,1,0,39.55,1
2022-11-09,0,8,3,1,295,123,96.74,20,1,1,98.48,3
2022-11-09,4,8,0,0,70,3,30.95,20,3,0,28.45,0
2022-11-09,3,8,4,2,160,56,18.71,10,3,1,19.92,1
2022-11-09,1,8,2,0,233,169,32.45,5,2,1,36.92,1
2022-11-09,2,8,4,0,206,148,55.39,20,1,1,51.09,2
2022-11-09,0,8,4,0,446,308,45.37,5,2,1,49.26,2
2022-11-09,3,8,0,2,215,196,12.08,20,0,1,7.48,1
2022-11-09,2,8,3,1,455,160,17.75,10,1,0,15.21,2
2022-11-09,1,8,4,0,211,125,39.02,0,1,1,41.62,3
2022-11-09,0,8,0,1,378,291,15.0,10,3,0,11.33,2
2022-11-09,4,8,2,0,498,283,97.17,20,1,0,95.12,1
2022-11-09,3,8,3,2,388,369,79.13,15,2,0,76.96,2
2022-11-09,2,8,2,0,476,65,25.2,0,2,0,20.75,1
2022-11-09,1,8,2,2,304,23,26.47,0,2,0,29.01,0
2022-11-09,0,8,4,1,274,131,55.01,10,0,1,51.65,3
2022-11-09,4,8,0,0,138,102,16.93,5,3,1,19.98,3
2022-11-09,4,8,3,1,491,162,46.37,15,0,0,46.17,3
2022-11-09,3,8,2,1,259,245,25.51,10,1,1,29.97,1
2022-11-09,2,8,4,2,214,147,92.06,5,2,0,87.53,3
2022-11-09,0,8,2,2,133,84,46.91,5,0,0,47.75,1
2022-11-09,4,8,0,3,312,136,30.8,20,1,1,29.76,0
2022-11-09,1,8,4,3,281,259,55.66,15,3,0,55.87,2
2022-11-09,0,8,4,3,220,54,62.29,20,3,1,64.62,3
2022-11-09,4,8,3,2,60,42,59.14,0,0,0,60.63,3
2022-11-09,3,8,1,3,451,389,68.5,10,0,1,72.51,2
2022-11-09,2,8,4,1,271,26,90.65,5,2,0,91.1,1
2022-11-09,1,8,3,0,294,238,59.1,5,2,1,56.77,0
2022-11-09,0,8,3,3,207,173,83.88,0,3,1,80.21,2
2022-11-09,4,8,1,2,355,107,23.87,5,3,1,22.01,2
2022-11-09,3,8,4,2,409,198,92.55,15,1,1,94.87,3
2022-11-09,2,8,2,3,322,183,47.47,15,1,0,44.04,3
2022-11-09,2,8,2,3,449,85,18.6,15,0,1,20.11,1
2022-11-09,0,8,3,1,442,126,59.24,10,3,1,56.9,2
2022-11-09,1,8,1,3,144,68,76.84,20,2,0,72.69,2
2022-11-09,2,8,3,1,270,3,39.1,10,0,1,37.18,0
2022-11-09,3,8,4,1,303,299,18.31,0,3,1,13.8,2
2022-11-09,4,8,3,3,487,270,42.17,10,1,0,41.84,2
2022-11-09,0,8,0,0,500,60,52.54,10,1,1,47.84,3
2022-11-09,1,8,1,1,374,281,86.05,5,1,1,89.07,3
2022-11-09,2,8,0,1,403,265,67.47,15,3,0,68.64,2
2022-11-09,3,8,3,1,161,43,11.7,15,3,1,7.76,1
2022-11-09,4,8,3,2,272,97,93.72,15,1,0,94.98,2
2022-11-09,1,8,1,1,361,134,64.54,10,2,1,62.39,3
2022-11-10,4,8,1,0,440,196,13.87,20,2,0,15.12,2
2022-11-10,2,8,3,2,439,342,45.19,0,1,0,43.46,0
2022-11-10,1,8,2,0,71,30,39.55,5,1,0,42.75,2
2022-11-10,0,8,3,1,497,211,60.97,20,2,1,56.79,0
2022-11-10,4,8,2,0,488,421,74.22,10,2,0,76.45,2
2022-11-10,3,8,3,1,431,378,95.82,10,0,1,91.68,2
2022-11-10,2,8,0,3,99,90,42.34,5,0,0,39.28,1
2022-11-10,3,8,0,0,105,81,30.19,15,3,1,33.44,3
2022-11-10,1,8,4,3,83,9,26.85,0,0,1,31.01,3
2022-11-10,0,8,4,1,465,15,13.78,20,0,1,14.81,2
2022-11-10,3,8,4,0,389,36,10.41,0,3,0,12.63,3
2022-11-10,3,8,2,2,490,50,24.8,0,2,0,27.91,3
2022-11-10,1,8,3,1,308,17,70.23,10,0,1,75.16,0
2022-11-10,0,8,4,2,463,424,71.15,5,2,0,76.12,3
2022-11-10,4,8,2,2,289,222,89.06,15,3,1,92.34,3
2022-11-10,2,8,1,2,107,107,13.15,10,2,0,9.53,0
2022-11-10,1,8,3,1,249,201,56.45,20,0,0,57.7,2
2022-11-10,0,8,0,2,155,84,75.08,0,0,1,77.29,1
2022-11-10,4,8,4,1,341,245,52.12,20,1,0,53.26,1
2022-11-10,3,8,4,3,377,184,24.06,15,3,0,24.01,2
2022-11-10,2,8,1,1,316,126,70.37,15,0,1,74.9,3
2022-11-10,4,8,0,3,427,77,72.0,5,3,1,69.62,3
2022-11-10,2,8,3,2,197,49,68.81,0,2,1,69.93,0
2022-11-10,0,8,4,2,391,298,72.8,0,2,1,69.06,2
2022-11-10,1,8,4,1,474,204,92.35,0,3,1,89.34,1
2022-11-10,2,8,0,1,158,134,86.61,10,0,0,87.05,0
2022-11-10,4,8,3,1,141,37,52.36,20,3,0,47.42,1
2022-11-10,3,8,3,2,56,4,95.92,15,3,1,96.2,1
2022-11-10,2,8,2,3,302,181,24.9,0,1,0,26.24,3
2022-11-10,1,8,4,2,285,85,29.32,5,1,1,29.91,1
2022-11-10,0,8,2,2,279,177,15.28,10,2,0,13.69,1
2022-11-10,4,8,2,0,396,202,30.36,10,3,0,27.74,1
2022-11-10,3,8,1,3,258,183,60.44,20,1,0,63.48,0
2022-11-10,2,8,0,2,302,100,71.49,15,2,1,76.23,1
2022-11-10,1,8,3,0,354,43,84.59,20,3,0,83.39,3
2022-11-10,0,8,1,1,201,101,49.41,10,1,0,52.6,3
2022-11-10,1,8,4,1,323,33,98.89,20,2,0,98.96,0
2022-11-10,4,8,3,1,251,164,86.93,0,1,1,83.39,2
2022-11-10,2,8,2,2,383,102,54.11,20,1,1,50.86,3
2022-11-10,1,8,0,3,263,14,74.56,5,3,1,73.89,3
2022-11-10,0,8,2,3,82,69,94.79,5,2,1,96.02,1
2022-11-10,4,8,1,3,475,84,96.03,10,0,0,93.69,1
2022-11-10,3,8,0,0,346,234,38.04,0,1,1,34.84,2
2022-11-10,2,8,3,3,413,195,18.01,15,0,0,13.39,0
2022-11-10,1,8,3,1,111,14,50.86,10,2,1,48.42,1
2022-11-10,0,8,0,0,468,122,58.16,5,1,0,57.67,0
2022-11-10,4,8,0,3,129,52,10.35,15,3,1,11.63,1
2022-11-10,3,8,0,0,315,160,96.08,15,0,0,100.3,2
2022-11-10,3,8,0,0,454,138,79.95,15,1,0,79.05,2
2022-11-10,0,8,3,0,154,90,13.08,5,3,0,12.43,1
2022-11-10,4,8,3,0,227,212,92.37,10,3,0,92.53,1
2022-11-10,3,8,3,3,358,43,69.24,15,1,1,66.98,1
2022-11-10,1,8,4,0,188,45,81.89,10,2,0,78.44,0
2022-11-10,0,8,0,3,205,103,66.41,5,2,0,71.09,2
2022-11-10,4,8,2,0,89,28,56.62,5,3,1,56.4,2
2022-11-10,3,8,0,3,125,49,93.34,20,0,1,94.19,0
2022-11-10,2,8,1,0,138,41,46.94,10,2,0,42.23,2
2022-11-10,1,8,0,0,379,192,62.19,0,1,1,57.49,0
2022-11-10,0,8,3,2,327,8,54.0,0,0,1,52.06,1
2022-11-10,4,8,0,3,370,350,46.93,5,3,0,49.56,2
2022-11-10,3,8,2,2,54,39,67.37,20,1,0,66.98,3
2022-11-10,1,8,1,3,374,163,34.55,10,1,1,36.72,2
2022-11-10,0,8,2,2,495,326,97.16,15,1,0,99.09,1
2022-11-10,4,8,3,1,159,130,55.25,5,0,1,52.93,2
2022-11-10,3,8,3,0,185,91,13.51,15,1,1,10.0,3
2022-11-10,2,8,2,1,497,215,36.11,0,3,0,37.36,1
2022-11-10,1,8,1,2,74,65,92.84,0,3,0,88.74,2
2022-11-10,0,8,0,2,61,9,25.58,15,3,0,26.19,1
2022-11-10,4,8,2,0,470,24,49.28,0,0,1,45.52,1
2022-11-10,3,8,0,3,281,281,64.7,15,0,1,69.09,1
2022-11-10,2,8,2,1,302,220,57.76,5,1,0,54.12,1
2022-11-10,1,8,1,1,179,71,16.54,20,3,1,18.19,0
2022-11-10,0,8,3,1,141,3,60.82,20,0,1,59.76,0
2022-11-10,2,8,4,3,235,130,16.21,5,1,0,13.21,2
2022-11-10,3,8,3,3,462,442,89.11,15,0,0,88.32,3
2022-11-10,2,8,3,0,331,13,78.5,5,0,1,76.53,0
2022-11-10,0,8,1,0,137,20,92.72,5,1,1,88.56,2
2022-11-10,4,8,0,2,59,33,43.06,15,3,1,43.27,3
2022-11-10,1,8,2,1,456,412,23.72,5,3,0,25.6,1
2022-11-10,0,8,2,1,266,193,46.72,10,0,1,45.7,0
2022-11-10,4,8,0,3,446,260,38.38,5,0,0,36.59,1
2022-11-10,3,8,4,3,447,221,22.53,10,0,1,21.71,3
2022-11-10,2,8,0,3,453,451,78.83,20,0,0,80.66,1
2022-11-10,1,8,3,0,165,115,80.81,5,3,0,77.13,2
2022-11-10,0,8,3,0,235,15,80.02,5,3,0,77.17,3
2022-11-10,4,8,4,1,398,104,51.29,5,1,0,51.8,0
2022-11-10,3,8,3,3,164,127,58.07,0,2,0,57.46,0
2022-11-10,2,8,4,0,469,177,44.78,15,0,1,44.7,0
2022-11-10,2,8,3,1,474,6,26.12,15,0,1,26.69,2
2022-11-10,1,8,4,3,305,174,78.34,10,0,0,74.91,0
2022-11-10,0,8,1,0,335,130,25.18,10,1,1,29.92,0
2022-11-10,4,8,4,2,330,44,51.97,5,3,0,52.22,2
2022-11-10,3,8,2,2,178,93,78.9,15,1,0,80.1,1
2022-11-10,2,8,3,2,445,121,20.11,5,1,0,24.74,3
2022-11-10,1,8,4,2,367,39,19.75,20,2,0,21.02,3
2022-11-10,0,8,0,1,270,10,54.82,20,0,1,51.76,1
2022-11-10,4,8,4,3,463,109,85.19,20,0,1,85.55,2
2022-11-10,3,8,2,3,310,0,78.31,0,2,1,74.65,1
2022-11-10,2,8,4,3,122,61,16.09,15,3,1,18.95,2
2022-11-10,1,8,0,2,380,174,60.63,10,0,0,58.26,0
2022-11-11,1,8,3,2,281,10,59.15,10,2,1,60.07,3
2022-11-11,2,8,4,2,255,182,92.73,0,3,0,88.81,0
2022-11-11,3,8,3,3,436,412,62.36,10,0,1,61.48,3
2022-11-11,4,8,2,1,309,283,85.36,10,1,0,82.78,3
2022-11-11,4,8,2,0,422,214,92.47,0,0,1,91.6,2
2022-11-11,1,8,1,2,80,5,95.44,15,3,1,90.75,2
2022-11-11,2,8,4,1,347,288,66.5,10,2,0,65.2,3
2022-11-11,3,8,4,3,486,452,64.71,20,2,1,61.06,0
2022-11-11,0,8,0,1,288,20,53.89,0,0,1,50.38,0
2022-11-11,0,8,0,1,404,401,53.37,5,3,0,57.84,1
2022-11-11,4,8,4,2,440,5,64.85,20,0,0,62.89,1
2022-11-11,3,8,2,2,430,364,39.04,10,0,1,40.84,3
2022-11-11,2,8,2,0,339,198,75.09,0,3,0,71.65,1
2022-11-11,1,8,0,1,341,220,21.42,10,1,1,18.07,2
2022-11-11,0,8,0,2,171,135,94.2,0,3,1,90.97,2
2022-11-11,4,8,4,2,357,191,67.28,15,0,1,67.48,1
2022-11-11,2,8,3,2,496,307,78.15,15,0,1,80.41,2
2022-11-11,1,8,2,0,360,325,20.86,10,2,0,22.7,3
2022-11-11,0,8,0,3,55,33,27.6,10,2,0,31.68,0
2022-11-11,4,8,0,0,146,56,93.14,15,0,0,90.27,1
2022-11-11,3,8,3,1,390,379,79.14,20,2,1,74.39,1
2022-11-11,2,8,1,3,432,127,39.2,5,3,1,37.82,3
2022-11-11,3,8,2,0,448,140,65.81,15,2,0,65.72,1
2022-11-11,0,8,1,3,290,97,46.48,20,0,1,41.49,1
2022-11-11,4,8,4,2,199,74,38.13,20,2,1,37.72,1
